GENE	Glycerol_5.7	Glycerol_7	Pyruvate_5.7	Pyruvate_7	Pfam	GO
MT_RS11330	510.2590	320.8645	431.5040	308.3520		
MT_RS11335	248.3140	154.9080	219.8275	125.7540	Methyltransf_5	GO:0008168
MT_RS11340	2238.5300	1726.8900	2078.0350	1302.2400	MraZ	
MT_RS11345	1592.3200	843.7960	938.4455	913.4130	DUF3040	
MT_RS11350	46.6911	57.3162	62.7957	55.0413	Acetyltransf_1,FR47	GO:0008080,GO:0016747
MT_RS11355	94.1033	174.5515	154.1910	161.5535		
MT_RS11360	190.3690	187.1850	297.4220	162.5710		
MT_RS11365	138.6165	133.0820	146.1580	120.5570	polyprenyl_synt	GO:0008299
MT_RS11370	65.2116	88.0969	85.3194	82.2097		
MT_RS11375	311.3915	230.0260	237.8625	235.4140	Rv2175c_C	
MT_RS11380	52.3295	57.8542	58.3175	53.0659	Pkinase,Pkinase_Tyr	GO:0004672,GO:0005524,GO:0006468
MT_RS11385	35.8846	20.9758	28.1337	20.6223	Transposase_20	GO:0003677,GO:0004803,GO:0006313
MT_RS11390	0.0000	0.0000	0.0000	0.0000		
MT_RS11395	249.3830	348.7210	281.3405	319.9595	DAHP_synth_2	GO:0003849,GO:0009073
MT_RS11400	34.0882	29.6311	39.5005	28.4751	DUF5051	
MT_RS11405	44.5648	41.6427	44.4491	41.4769		
MT_RS11410	246.1075	202.7325	207.3210	175.7700	GT87	GO:0016758
MT_RS11415	743.3975	544.7725	690.8620	568.5085	Acyltransferase	GO:0016746
MT_RS11420	263.1190	297.5405	363.9490	256.8780		
MT_RS11425	146.9930	137.5720	176.5810	127.7225	ArsA_ATPase,ArsA_HSP20	
MT_RS11430	402.5375	400.3665	580.6330	407.8405	Polyketide_cyc,Polyketide_cyc2	
MT_RS11435	102.2630	164.8025	173.7460	155.4025		
MT_RS11440	194.0930	357.0920	208.6060	369.0295	AMP-binding	GO:0003824
MT_RS11445	117.3230	78.0677	123.4950	69.1625	Glyco_trans_1_2,Glyco_trans_1_4,Glyco_transf_4,Glycos_transf_1	
MT_RS11450	19.9742	59.1395	29.8044	48.2105		
MT_RS11455	354.6475	1377.6950	603.9725	1109.3850	NLPC_P60	
MT_RS11460	0.0000	0.0000	0.0000	0.0000		
MT_RS11465	22.6340	26.7845	20.3574	23.1623	DUF5051,GIY-YIG,RNase_T	
MT_RS11480	864.1415	901.9925	892.6755	757.1020	COX3	GO:0015002,GO:0016020
MT_RS11485	270.6630	358.1820	358.4720	299.0480	Cytochrom_C,Cytochrome_CBB3	GO:0009055,GO:0020037
MT_RS11490	400.0585	528.0195	529.2965	461.2575	Rieske	GO:0016491,GO:0051537,GO:0055114
MT_RS11495	578.7875	635.8400	635.1255	547.5720	Cytochrom_B_N_2,Cytochrome_B	GO:0009055,GO:0016020,GO:0016491
MT_RS11500	408.3250	437.0840	322.9220	355.6975	DUF2561	
MT_RS11505	108.1575	106.1630	112.4140	100.0088	Mycobact_memb	
MT_RS11510	470.8350	892.9070	735.8255	702.1885	Cyt_c_ox_IV	GO:0004129,GO:0016021,GO:0055114
MT_RS11515	321.9790	514.0940	478.5780	434.5695	COX2	GO:0004129,GO:0005507,GO:0016020
MT_RS11520	80.5088	96.6401	109.8580	83.9317	Asn_synthase,DUF3700,GATase_6,GATase_7	GO:0004066,GO:0006529
MT_RS11525	395.0085	428.9900	467.1260	420.4555	PfkB	
MT_RS11530	269.7660	253.7015	336.2950	236.8165		
MT_RS11535	1929.1500	1615.9550	2074.0000	1613.8900	Fe-S_biosyn	
MT_RS11540	37.6345	30.5284	29.8851	26.5693	Gly_kinase	GO:0008887,GO:0031388
MT_RS11545	245.4675	272.7300	275.8655	274.6275	DUF3043	
MT_RS11550	136.6660	187.4550	164.5415	193.0095	DBI_PRT	GO:0008939,GO:0009236
MT_RS11555	265.6380	333.1910	251.7665	331.3835	CobS	GO:0008818,GO:0009236,GO:0051073
MT_RS11560	55.9497	61.6127	54.3573	48.9085		
MT_RS11565	127.9945	149.9495	115.4420	133.1925	Aminotran_4	GO:0003824
MT_RS11570	224.0390	326.9170	315.5925	290.1495	GCV_T,GCV_T_C	
MT_RS11575	116.0425	127.7040	128.9495	119.7265	Ad_Cy_reg,Guanylate_cyc	GO:0009190,GO:0016849,GO:0035556
MT_RS11580	211.1580	263.2010	277.4170	257.1635	Peptidase_M17,Peptidase_M17_N	GO:0004177,GO:0006508
MT_RS11585	198.2785	256.0645	251.0190	229.2070	Abhydrolase_1,Abhydrolase_6,Hydrolase_4,KR,adh_short,adh_short_C2	
MT_RS11590	378.7405	341.6920	382.7405	337.7735	2-oxoacid_dh,Biotin_lipoyl,E3_binding	GO:0016746
MT_RS11595	219.1665	165.3010	148.9650	138.9360	DUF1731,Epimerase	GO:0003824,GO:0050662
MT_RS11600	593.6775	277.6310	350.6510	263.4000	BPL_LplA_LipB	GO:0006464
MT_RS11605	287.2300	232.1240	312.1825	263.9630	LIAS_N,Radical_SAM	GO:0003824,GO:0051536
MT_RS11610	460.2475	319.5230	409.3630	324.3250	DUF4191	
MT_RS11615	70.6753	71.1098	68.7361	69.0427	RDD	
MT_RS11620	177.7970	389.1590	411.1755	441.9975	Gln-synt_C,Gln-synt_N	GO:0004356,GO:0006542,GO:0006807
MT_RS11625	220.6840	150.8655	163.0375	148.4350	GlnD_UR_UTase,GlnE	GO:0008882,GO:0016779
MT_RS11630	319.8220	374.8860	324.3820	346.1200	Gln-synt_C,Gln-synt_N	GO:0004356,GO:0006542,GO:0006807
MT_RS11635	122.1350	171.0200	110.0950	141.1575	Abhydrolase_1,Abhydrolase_4	
MT_RS11640	231.8105	152.8315	188.7585	188.6960	Abhydrolase_1,Abhydrolase_4	
MT_RS11645	0.0000	0.0000	0.0000	0.0000		
MT_RS11650	493.9670	284.0040	468.3410	303.5765	Pantoate_transf	GO:0003864,GO:0015940
MT_RS11655	74.5226	85.6026	122.1345	84.6627	CHAD,CYTH	
MT_RS11660	85.8663	84.1584	125.0195	76.8079	Oxygenase-NA	
MT_RS11665	73.4704	66.3508	82.1574	56.8032	His_Phos_1,RNase_H,RVT_3	GO:0003676,GO:0004523
MT_RS11670	82.0643	80.7022	97.2064	72.0811	zf-RING_7	
MT_RS11675	98.8612	79.3853	93.6283	76.2112	NIF3	
MT_RS11680	63.2227	68.4642	78.7302	70.0176	Aminotran_1_2	GO:0009058,GO:0030170
MT_RS11685	17.4457	16.3603	22.6037	13.7536		
MT_RS11695	105.6710	76.2927	97.8895	78.4786	HAD,HAD_2,Hydrolase,Hydrolase_like	
MT_RS11700	120.3790	66.7815	83.3708	67.9244	LMWPc	
MT_RS11705	96.3804	64.9433	85.4504	66.0769	SURF1	GO:0016020
MT_RS11710	22.9118	28.6469	30.5641	29.9631	CobD_Cbib	GO:0009236,GO:0016021,GO:0048472
MT_RS11715	62.7798	113.9755	81.9260	117.1700	DUF2236	
MT_RS11720	0.0000	0.0000	0.0000	0.0000		
MT_RS11730	211.1930	251.3290	209.2460	192.7865	AhpC-TSA,Redoxin	GO:0016209,GO:0016491,GO:0055114
MT_RS11735	234.2095	267.8675	252.2660	199.5890	DUF3052	
MT_RS11740	197.4520	253.9580	246.4430	227.1160		
MT_RS11745	164.9055	170.0805	192.7450	177.4320	PDH_E1_M,Transketolase_N	
MT_RS11750	54.5673	55.9040	58.3188	50.7847	GGDEF_2,HTH_30	
MT_RS11755	1048.0480	1749.4650	1188.5600	1403.6250	Acyl_transf_1	
MT_RS11760	5676.4150	13041.8500	9640.3500	10264.1750	PP-binding	
MT_RS11765	1123.5650	1814.8950	1292.7050	1558.7600	Ketoacyl-synt_C,Thiolase_N,ketoacyl-synt	GO:0016747
MT_RS11770	539.6790	766.4530	557.3345	635.9570	Ketoacyl-synt_C,Thiolase_N,ketoacyl-synt	GO:0016747
MT_RS11775	692.7375	880.7650	668.5980	667.4330	Carboxyl_trans,MdcE	
MT_RS11780	41.8766	71.7756	68.7473	59.5323		
MT_RS11785	25.5600	21.5397	20.0238	21.7596	DAO,DAO_C,FAD_binding_2	GO:0016491,GO:0055114
MT_RS11790	39.0423	34.7080	31.9057	37.8688	TetR_N	GO:0003677
MT_RS11795	58.5919	115.1835	71.9630	118.3890	FAD-oxidase_C,FAD_binding_4	GO:0003824,GO:0016491,GO:0050660,GO:0055114
MT_RS11800	32.2170	65.0804	41.4918	64.8349	DAGK_cat	GO:0016301
MT_RS11805	65.0142	69.1058	47.7293	64.7004		
MT_RS11810	33.3848	25.3029	26.9617	27.3593	LysE	GO:0006865,GO:0016020
MT_RS11815	0.0000	0.0000	0.0000	0.0000		
MT_RS11820	0.0000	0.0000	0.0000	0.0000	AsnC_trans_reg	
MT_RS11825	1725.9850	1044.5085	1283.2900	856.9175	DUF3145	
MT_RS11830	79.5905	140.3325	123.2375	141.2135	Beta-lactamase	
MT_RS11835	108.6155	176.1120	178.5290	164.1350	CMAS,MTS,Methyltransf_11,Methyltransf_12,Methyltransf_2,Methyltransf_23,Methyltransf_25,Methyltransf_31,PCMT,PrmA,Ubie_methyltran	GO:0008168,GO:0008171
MT_RS11840	164.9795	222.8685	214.5920	215.2480	ADH_N,ADH_zinc_N,ADH_zinc_N_2	GO:0055114
MT_RS11845	121.6730	153.6165	161.3970	155.2030	Lactamase_B	
MT_RS11850	22.2648	31.4896	29.4714	30.0196	CN_hydrolase	GO:0006807
MT_RS11855	41.2367	33.2764	36.4592	33.4896	Epimerase,KR,adh_short,adh_short_C2	GO:0003824,GO:0050662
MT_RS11860	41.4228	45.6313	44.2854	38.8328	HSP70	
MT_RS11865	12.3889	19.9286	16.5768	18.5386	MFS_1	GO:0055085
MT_RS11870	93.4350	53.7527	65.2323	64.4314	p450	GO:0005506,GO:0016705,GO:0020037,GO:0055114
MT_RS11875	38.4509	25.0509	49.0635	24.1336	Sulfotransfer_1,Sulfotransfer_3	GO:0008146
MT_RS11880	58.1412	34.6994	65.4571	36.3628	p450	GO:0005506,GO:0016705,GO:0020037,GO:0055114
MT_RS11885	22.4406	22.2831	26.6797	19.4281		
MT_RS11890	496.5205	398.2285	453.2260	311.6110		
MT_RS11895	1164.5350	1777.5400	2041.0100	1550.6250	DUF2695	
MT_RS11900	218.2220	188.3020	272.4380	196.4530	DUF202	
MT_RS11905	83.0654	136.5485	151.6870	132.7150	DUF202	
MT_RS11910	62.7156	38.4209	55.4056	31.1300		
MT_RS11915	114.1200	88.5088	178.6160	74.4561	CDPS	GO:0016755
MT_RS11920	75.4497	63.0965	128.5750	57.3316	p450	GO:0005506,GO:0016705,GO:0020037,GO:0055114
MT_RS11925	60.8909	44.3176	75.1565	42.5266	GDPD	GO:0006629,GO:0008081
MT_RS11930	198.2775	144.0790	144.7885	133.8140	FAD-oxidase_C,FAD_binding_4	GO:0003824,GO:0016491,GO:0050660,GO:0055114
MT_RS11935	24.5674	13.0786	23.1233	12.2615	PHO4	GO:0005315,GO:0006817,GO:0016020
MT_RS11940	20.6431	17.8297	27.8513	19.1668	HTH_1,LysR_substrate,PBP_like	GO:0003700,GO:0006355
MT_RS11950	89.2919	64.6452	124.6530	77.0622	Abhydrolase_3,COesterase,Peptidase_S9	GO:0006508,GO:0008236,GO:0016787
MT_RS11955	83.4641	60.7625	86.9591	66.6503	DUF1298,WES_acyltransf	GO:0004144,GO:0045017
MT_RS11960	72.3972	75.7218	86.6363	87.9384	DSBA	GO:0015035
MT_RS11965	38.2564	41.7369	54.2294	40.6339	Na_H_Exchanger	GO:0006812,GO:0015299,GO:0016021,GO:0055085
MT_RS11970	135.7645	61.2482	283.5545	69.8343		
MT_RS11975	201.6095	102.2728	404.1510	126.1035	CDH	GO:0008654,GO:0008715,GO:0016020
MT_RS11980	176.0280	166.6615	181.6985	156.3470	Myco_19_kDa	GO:0016020
MT_RS11985	302.0920	109.5490	186.3235	111.9295	Rhodanese	
MT_RS11990	0.0000	0.0000	0.0000	0.0000	PNP_UDP_1	GO:0003824,GO:0009116
MT_RS11995	56.1476	45.1779	46.8735	40.4463	PNP_UDP_1	GO:0003824,GO:0009116
MT_RS12000	44.1128	71.2919	80.1096	80.5259	Aminotran_1_2	GO:0009058,GO:0030170
MT_RS12005	209.8535	203.3650	200.4445	197.9045	UPF0167	
MT_RS12010	133.0640	147.8965	157.0545	163.0115	Abhydrolase_1,Abhydrolase_6,Hydrolase_4	
MT_RS12015	112.1015	125.5950	136.1220	128.6315		
MT_RS12020	138.9950	130.8915	190.1090	179.7420	Aldo_ket_red	
MT_RS12025	144.4455	191.5765	237.6880	191.3690	HATPase_c,HATPase_c_3,HSP90	GO:0005524,GO:0006457,GO:0051082
MT_RS12030	99.0114	119.7470	105.7826	120.7900	Lactamase_B	
MT_RS12035	125.7625	270.7270	204.7980	362.7245	Cutinase	GO:0016787
MT_RS12040	0.0000	0.0000	0.0000	0.0000	DUF1918	
MT_RS12045	99.5364	111.9760	85.4577	108.6365	Amidohydro_2	GO:0016787
MT_RS12050	0.0000	0.0000	0.0000	0.0000		
MT_RS12055	30.1063	44.2848	35.7877	46.1555		
MT_RS12065	41.6251	55.7257	46.0222	51.4187	Hydrolase_4	
MT_RS12070	0.0000	0.0000	0.0000	0.0000		
MT_RS12075	40.4245	29.4575	21.9815	34.8369		
MT_RS12080	0.0000	0.0000	0.0000	0.0000		
MT_RS12085	31.9943	26.5096	23.1831	24.9785	DUF433	
MT_RS12090	61.2146	70.2308	62.5430	50.6890		
MT_RS12100	60.1138	74.5276	62.4303	54.4359	Phage_integrase	GO:0003677,GO:0006310,GO:0015074
MT_RS12105	2.9721	5.0624	6.5192	7.1416		
MT_RS12110	9.9401	5.2334	4.9417	1.5222	HTH_17	
MT_RS12115	18.3294	20.7044	19.4370	19.9682		
MT_RS12120	0.0000	0.0000	0.0000	0.0000		
MT_RS12125	94.7540	127.1850	80.2418	101.5447		
MT_RS12130	152.3240	126.0815	119.2720	111.5655	PmbA_TldD	GO:0006508,GO:0008237
MT_RS12135	93.8244	85.3764	91.6544	79.1405	PmbA_TldD	GO:0006508,GO:0008237
MT_RS12140	7.8864	11.2452	12.1611	10.7462	BPD_transp_1	GO:0016020,GO:0055085
MT_RS12145	5.4898	7.7621	10.2541	7.5023	BPD_transp_1	GO:0016020,GO:0055085
MT_RS12150	19.7013	15.8109	17.5951	14.2233	SBP_bac_1,SBP_bac_8	
MT_RS12155	42.1329	20.2385	19.4191	16.5844	Usp	
MT_RS12160	30.3304	14.9285	17.3214	12.9057	AA_permease,AA_permease_2,AA_permease_C	GO:0016020,GO:0022857,GO:0055085
MT_RS12165	24.6913	12.7883	17.5163	13.1806	Aminotran_3	GO:0008483,GO:0030170
MT_RS12170	68.3721	27.1710	32.6593	26.9252	Aminotran_3	GO:0008483,GO:0030170
MT_RS12175	68.2682	25.5305	23.9183	27.0683	Amidinotransf	
MT_RS12180	145.2955	68.6490	81.0346	97.7977	AsnC_trans_reg,HTH_24,HTH_AsnC-type	GO:0043565
MT_RS12185	228.4200	163.5205	163.5745	163.2315	CbiQ	
MT_RS12190	258.0495	156.9730	157.7830	128.4280	ABC_tran	GO:0005524,GO:0016887
MT_RS12195	210.0865	221.3840	224.7920	177.0400	HTH_27,MarR,MarR_2	GO:0003700,GO:0006355
MT_RS12200	0.0000	0.0000	0.0000	0.0000		
MT_RS12205	45.1895	33.8397	54.2625	32.5513	PE	
MT_RS12210	150.6245	19.4568	221.5230	22.6386	MFS_1	GO:0055085
MT_RS12215	58.6404	33.0305	49.9415	37.1650	Lipoprotein_21	
MT_RS12220	164.1415	19.5652	156.6460	16.4438		
MT_RS12225	38.6345	10.5660	60.8180	12.9412		
MT_RS12230	48.3787	17.6201	62.4955	22.5590	Malic_M,malic	GO:0004471,GO:0051287,GO:0055114
MT_RS12235	41.0269	43.0851	51.2584	41.1611	MFS_1,Sugar_tr	GO:0016021,GO:0022857,GO:0055085
MT_RS12240	132.6260	324.2630	173.4875	244.6980	PALP	
MT_RS12245	75.3755	193.8215	90.4195	149.4425	Hexapep,Hexapep_2	
MT_RS12250	40.5072	126.5840	48.3473	106.3935		
MT_RS12255	22.9027	67.8481	25.4900	55.9295		
MT_RS12260	35.7129	134.1405	48.9339	120.3050	ThiF	GO:0008641
MT_RS12265	49.1578	88.6925	54.0644	75.4570	MMPL	GO:0016020
MT_RS12270	84.8199	67.3114	44.8178	55.8830	PE	
MT_RS12280	13.3489	15.6301	15.2911	14.8827		
MT_RS12285	0.0000	0.0000	0.0000	0.0000		
MT_RS12290	96.4287	111.5315	106.3398	100.3270	DnaB_bind,DnaG_DnaB_bind,Toprim,Toprim_2,Toprim_4,Toprim_N,zf-CHC2	GO:0003677,GO:0003896,GO:0006260,GO:0006269,GO:0008270,GO:0016779
MT_RS12295	81.1499	86.5331	87.0574	77.9091	HD,HD_assoc	
MT_RS12300	148.0390	157.7760	150.4700	178.8960	TPM_phosphatase	
MT_RS12305	188.6115	333.4885	379.0285	338.1170	WXG100	
MT_RS12310	1371.2550	4015.5750	3033.0950	3143.5450	WXG100	
MT_RS12315	1457.2050	4130.3300	1878.0250	3308.4300		
MT_RS12320	61.7324	169.0730	84.9390	141.4840	Phosphoesterase	GO:0016788
MT_RS12325	63.4822	174.4370	86.0837	138.6425	Phosphoesterase	GO:0016788
MT_RS12330	54.4393	126.0815	69.7438	99.2032	Phosphoesterase	GO:0016788
MT_RS12335	3.5399	4.2419	5.8358	3.8284	PE_PPE_C,PPE	
MT_RS12340	60.4715	125.9550	41.7224	91.4191	WXG100	
MT_RS12345	51.1881	108.0594	51.8658	81.2172	WXG100	
MT_RS12350	10.3354	14.8407	6.7379	10.7507	PE_PPE_C,PPE	
MT_RS12355	76.2690	73.1123	64.1600	48.7728	PPE,Pentapeptide_2	
MT_RS12360	117.1895	106.3154	106.1520	83.2268	PPE,Pentapeptide_2	
MT_RS12365	46.2286	83.4795	79.0852	69.5452	HGTP_anticodon,tRNA-synt_2b	GO:0000166,GO:0004812,GO:0005524,GO:0006418
MT_RS12370	622.0170	320.3330	225.5325	300.5495	HTH_20,HTH_5	GO:0003700,GO:0006355
MT_RS12375	362.1505	226.3595	154.2185	180.3000	FUR,HTH_12	GO:0003700,GO:0006355
MT_RS12380	61.0531	68.4973	44.6660	49.6303		
MT_RS12385	92.5976	99.5063	87.0853	86.4527	Prenyltransf	GO:0016765
MT_RS12390	158.4840	143.9515	134.2960	131.8690	RecO_C,RecO_N	GO:0006281,GO:0006310
MT_RS12395	58.6315	82.6474	85.5259	76.8924	Amidase	
MT_RS12400	85.4990	92.6790	64.3535	69.8691	FeoB_N,KH_2,MMR_HSR1,PduV-EutP	GO:0003723,GO:0005524,GO:0005525,GO:0006576
MT_RS12405	83.8119	76.4865	61.4531	65.3931		
MT_RS12410	59.3094	52.9627	40.5223	41.2386	CBS,CorC_HlyC,DUF21	
MT_RS12415	136.3430	131.1260	96.6764	113.1390	UPF0054	GO:0004222,GO:0006364
MT_RS12420	186.9790	212.3780	158.9390	173.3240	AAA_19,AAA_30,PhoH	GO:0005524
MT_RS12425	16.6074	16.6184	18.4383	16.0841	GGDEF_2,HTH_30	
MT_RS12430	0.0000	0.0000	0.0000	0.0000	PE	
MT_RS12435	210.7555	174.5820	253.1740	183.3490	Methyltrans_RNA	GO:0006364,GO:0008168
MT_RS12440	245.3865	169.5025	256.7460	152.8140	DnaJ,DnaJ_C,DnaJ_CXXCXGXG	GO:0031072,GO:0051082
MT_RS12445	297.4235	164.3075	179.6985	140.8695	HrcA	GO:0003677,GO:0006355
MT_RS12450	982.3705	1769.3650	1604.3000	1690.1750		
MT_RS12455	1341.8250	827.1375	2793.0900	1016.0600		
MT_RS12460	0.0000	0.0000	0.0000	0.0000	MbtH	
MT_RS12465	22.2665	26.4318	24.5859	19.9825	K_oxygenase	
MT_RS12470	30.2413	36.0727	34.2469	26.9740	AMP-binding,AMP-binding_C,Condensation,PP-binding	GO:0003824
MT_RS12475	33.6386	35.4799	37.5816	30.2406	AMP-binding,AMP-binding_C,Condensation,PP-binding	GO:0003824
MT_RS12480	13.5394	21.5742	18.0035	17.2630	Acyl_transf_1,Epimerase,KR,PP-binding,adh_short	GO:0003824,GO:0050662
MT_RS12485	13.9607	24.9832	21.0677	19.3918	Ketoacyl-synt_C,Thiolase_N,ketoacyl-synt	GO:0016747
MT_RS12490	22.2526	35.2041	28.9768	32.7224	AMP-binding,AMP-binding_C,Condensation,PP-binding,Thioesterase	GO:0003824,GO:0009058,GO:0016788
MT_RS12495	5.7780	9.6776	7.2913	8.5879	AMP-binding,AMP-binding_C	GO:0003824
MT_RS12500	16.1553	23.0643	19.3879	20.5403	Abhydrolase_3,Say1_Mug180	GO:0016787
MT_RS12505	14.6506	24.7454	18.3272	19.4378	Chorismate_bind	
MT_RS12510	0.0000	0.0000	0.0000	0.0000		
MT_RS12515	56.8135	98.9717	76.4237	90.3631	Sbt_1	
MT_RS12520	62.1537	58.4963	57.2286	57.1473	Radical_SAM	GO:0003824,GO:0051536
MT_RS12525	81.7903	64.5006	75.8971	57.8010	Transglycosylas	
MT_RS12530	55.9629	81.3367	72.3328	67.1166		
MT_RS12535	416.9860	162.2565	291.9450	138.0980	NIR_SIR,NIR_SIR_ferr	GO:0016491,GO:0020037,GO:0051536,GO:0055114
MT_RS12540	264.3090	98.8281	170.9945	73.6659	PAPS_reduct	GO:0003824
MT_RS12545	271.3585	134.1320	158.4970	116.9560	CbiX	GO:0009236,GO:0016852
MT_RS12550	141.0415	92.6184	144.2970	80.1854	G_glu_transpept	
MT_RS12555	64.3608	62.3452	82.0108	59.4426	OPT	GO:0055085
MT_RS12560	0.0000	0.0000	0.0000	0.0000		
MT_RS12565	0.0000	0.0000	0.0000	0.0000		
MT_RS12570	528.0815	208.1030	460.9465	228.3565	PE	
MT_RS12575	131.7525	86.3748	147.8505	79.2355	ABC_tran,TOBE,TOBE_2,TOBE_3	GO:0005524,GO:0016887,GO:0022857,GO:0043190,GO:0055085
MT_RS12580	63.2784	44.8146	72.4208	38.0875	BPD_transp_1	GO:0016020,GO:0055085
MT_RS12585	131.5465	96.8527	165.0565	104.4991	BPD_transp_1	GO:0016020,GO:0055085
MT_RS12590	65.1343	46.0101	87.3894	39.1827	SBP_bac_11,SBP_bac_6,SBP_bac_8	
MT_RS12595	161.2550	278.5615	273.8715	204.4710		
MT_RS12600	0.0000	0.0000	0.0000	0.0000		
MT_RS12605	66.7519	94.4415	88.7465	94.2011	Glyco_hydro_15	
MT_RS12610	108.6185	129.0580	151.1110	126.9570	PknH_C	
MT_RS12615	57.8602	51.4291	85.3115	47.2219	EFG_C,GTP_EFTU,LepA_C,MMR_HSR1	GO:0003924,GO:0005525
MT_RS12620	222.2275	138.2350	171.4540	133.8900	PemK_toxin	GO:0003677
MT_RS12625	57.9466	84.2168	74.7397	71.0391	CBS	
MT_RS12630	8.1760	4.0679	5.3692	4.6049	Lactamase_B,Lactamase_B_2	
MT_RS12635	0.0000	0.0000	0.0000	0.0000		
MT_RS12640	137.9630	134.2690	140.5110	107.5930	Bact_transglu_N,Transglut_core	
MT_RS12645	91.0791	95.7661	96.9723	87.5873	Alpha-E	
MT_RS12650	123.2435	134.3205	128.2305	126.5415	CP_ATPgrasp_1,CP_ATPgrasp_2	
MT_RS12655	0.0000	0.0000	0.0000	0.0000	Ribosomal_S20p	GO:0003723,GO:0003735,GO:0005840,GO:0006412
MT_RS12660	65.1659	68.7779	62.5450	62.7484	DNA_pol3_delta	GO:0003677,GO:0003887,GO:0006260,GO:0009360
MT_RS12665	62.7721	88.9110	79.7750	92.3430	Competence	
MT_RS12670	15.6246	14.9702	20.4047	16.7003	HHH,HHH_3,SLBB	GO:0003677
MT_RS12675	45.5573	41.6770	59.8597	46.4210	Acetyltransf_17,Acetyltransf_9,SCP2_2	
MT_RS12680	151.8360	150.1460	123.3540	122.2030	DegV	
MT_RS12685	47.2142	70.2339	77.6313	63.8191		
MT_RS12690	130.1525	169.9350	188.1295	148.2905	His_Phos_1	
MT_RS12695	76.8006	97.4688	117.8010	85.6163	RsfS	
MT_RS12700	95.0326	127.4835	145.2315	108.5805	CTP_transf_like	GO:0003824,GO:0009058
MT_RS12705	0.0000	0.0000	0.0000	0.0000		
MT_RS12710	0.0000	0.0000	0.0000	0.0000		
MT_RS12715	24.4420	27.1023	30.1575	25.0300	Methyltransf_11,Methyltransf_23,Methyltransf_25,NodS,TehB	GO:0008168,GO:0008757,GO:0009312,GO:0009877
MT_RS12720	20.6022	12.7782	18.2124	12.6412	Transposase_20	GO:0003677,GO:0004803,GO:0006313
MT_RS12730	49.6909	51.4121	55.4101	44.6307	VWA_CoxE	
MT_RS12735	81.3321	93.4643	98.1526	91.5010	AAA,AAA_2,AAA_5	GO:0005524,GO:0016887
MT_RS12740	166.5655	174.9950	178.3860	147.9595	Aldedh	GO:0016491,GO:0055114
MT_RS12745	0.0000	0.0000	0.0000	0.0000		
MT_RS12750	0.0000	0.0000	0.0000	0.0000		
MT_RS12755	117.6995	79.8685	679.9785	98.2518	AhpC-TSA,Redoxin	GO:0016209,GO:0016491,GO:0055114
MT_RS12760	224.3250	120.9990	559.0735	116.3515	CMD	GO:0051920,GO:0055114
MT_RS12765	863.1855	454.3370	1150.2000	346.6820	PPE	
MT_RS12770	701.9785	406.5995	1075.4400	364.4145	PE	
MT_RS12775	39.7591	20.3128	51.6528	16.0079		
MT_RS12780	9.3767	15.3412	15.7838	10.3296		
MT_RS12785	28.1543	30.8176	40.4988	24.8002	MS_channel,cNMP_binding	GO:0016020,GO:0055085
MT_RS12790	30.3561	36.6286	46.0819	31.6591	Guanylate_cyc,HAMP	GO:0007165,GO:0009190,GO:0016021,GO:0016849,GO:0035556
MT_RS12795	88.7049	33.8563	74.1250	31.5009	PfkB	
MT_RS12800	37.7290	14.0738	33.7037	9.7908	ICMT,PEMT	GO:0004671,GO:0006481,GO:0016021
MT_RS12805	148.1955	74.6606	100.7382	59.4381	CN_hydrolase,NAD_synthase	GO:0006807
MT_RS12810	116.0930	84.9821	114.3580	82.1274	AA_kinase,PUA	GO:0003723
MT_RS12815	100.5463	75.7999	125.6715	70.9938	DUF1967,FeoB_N,GTP1_OBG,MMR_HSR1	GO:0000166,GO:0005525
MT_RS12820	0.0000	0.0000	0.0000	0.0000	Ribosomal_L27	GO:0003735,GO:0005840,GO:0006412
MT_RS12825	1073.5280	1247.8450	1647.8050	833.7055	Ribosomal_L21p	GO:0005840
MT_RS12830	83.2914	120.0110	107.5295	104.7520	SDF	GO:0015293,GO:0016021
MT_RS12835	405.8655	384.4640	316.0910	296.2905	RNase_E_G	GO:0003723
MT_RS12840	449.1660	966.2110	860.7865	835.8055	NDK	
MT_RS12845	71.2486	79.6622	95.5444	73.1937	DUF4233	
MT_RS12850	136.2600	114.8680	132.9980	101.7332	Mur_ligase_C,Mur_ligase_M	GO:0005524,GO:0009058,GO:0016874
MT_RS12855	130.8305	99.6764	133.8105	86.8021	Anticodon_1,Val_tRNA-synt_C,tRNA-synt_1,tRNA-synt_1_2,tRNA-synt_1g	GO:0000166,GO:0002161,GO:0004812,GO:0004832,GO:0005524,GO:0005737,GO:0006418,GO:0006438
MT_RS12860	197.2870	123.7035	122.1965	119.1200	Sacchrp_dh_NADP	GO:0016491,GO:0055114
MT_RS12865	26.8936	14.8737	210.6325	16.8574	Transglycosylas	
MT_RS12870	21.6055	16.5359	119.0715	12.5800		
MT_RS12875	0.0000	0.0000	0.0000	0.0000		
MT_RS12880	203.0490	116.9120	194.5845	127.9525	NTP_transf_3	
MT_RS12885	512.2115	251.6980	435.3035	262.7965	TPP_enzyme_C	GO:0003824,GO:0030976
MT_RS12890	485.0645	231.1800	425.1115	248.8160	PFOR_II,POR,POR_N	GO:0016491,GO:0016903,GO:0055114
