GENE	Glycerol_5.7_r1	Glycerol_5.7_r2	Glycerol_7_r1	Glycerol_7_r2	Pyruvate_5.7_r1	Pyruvate_5.7_r2	Pyruvate_7_r1	Pyruvate_7_r2	Pfam	GO
MT_RS09875	27.9097	27.7501	22.3475	23.9448	38.6211	33.777	26.4337	19.5566	YceI	
MT_RS09880	1425.47	1418.84	1735.22	1677.85	1295.66	1410.95	1716.75	1898.37		
MT_RS09885	252.608	287.257	333.663	290.078	228.217	230.619	293.532	267.269		
MT_RS09890	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		
MT_RS09895	148.661	159.459	58.9062	52.5546	57.0829	54.8463	58.4159	53.7643	FMN_dh,NMO	GO:0016491,GO:0018580,GO:0055114
MT_RS09900	32.4533	32.5935	32.8484	34.0725	34.5281	38.1287	32.5043	35.4152	ADH_N,ADH_zinc_N,ADH_zinc_N_2	GO:0055114
MT_RS09905	60.9345	64.7023	70.9746	63.8961	79.8376	86.3807	71.6884	61.939	LCM	GO:0008168,GO:0032259
MT_RS09910	130.459	106.34	140.947	156.028	168.544	174.946	146.768	150.624	Tyr_Deacylase	GO:0002161,GO:0005737,GO:0051499
MT_RS09915	55.9956	101.523	50.1849	38.6892	78.4627	64.0938	41.2006	27.2215	Thiamine_BP	
MT_RS09925	168.082	179.188	203.126	173.936	148.158	165.385	216.764	165.882	Abhydrolase_1,Guanylate_cyc	GO:0009190,GO:0016849,GO:0035556
MT_RS09930	206.257	214.125	258.539	216.65	239.095	294.99	256.34	213.942	CinA,MoCF_biosynth	
MT_RS09935	109.5	129.166	117.589	91.165	127.527	145.229	112.469	96.3347	MFS_1,Sugar_tr	GO:0016021,GO:0022857,GO:0055085
MT_RS09940	76.1607	100.795	205.004	157.398	138.769	137.672	193.5	132.859	Phage_holin_4_2	
MT_RS09945	360.12	416.113	735.239	609.669	477.101	505.476	665.297	640.797	STAS	
MT_RS09950	47.7254	50.7034	73.8102	70.5025	53.2612	61.1023	62.4515	58.0841	DAO,FAD_binding_2	GO:0016491,GO:0055114
MT_RS09955	253.246	260.985	298.498	248.743	193.103	210.141	251.749	225.227		
MT_RS09960	67.3242	71.139	61.8639	45.7554	63.5577	76.1205	55.9315	35.6918	DUF4262	
MT_RS09965	286.202	317.209	197.676	222.095	197.151	174.076	174.071	233.073	peroxidase	GO:0004601,GO:0006979,GO:0020037,GO:0055114
MT_RS09970	287.149	351.385	95.686	67.4979	97.5486	106.79	88.792	68.9337	FUR	GO:0003700,GO:0006355
MT_RS09975	111.832	95.417	60.9318	58.1036	106.621	110.718	62.2747	73.3619	PBP	
MT_RS09980	293.071	290.887	157.445	153.577	266.712	280.512	166.736	163.194	PBP	
MT_RS09985	85.5911	81.7647	51.2553	56.9729	99.0217	85.4971	57.1924	65.5423	ADH_N,ADH_zinc_N,ADH_zinc_N_2	GO:0055114
MT_RS09990	48.4361	48.4218	38.312	35.2561	55.7518	52.6441	40.4859	38.6571	Lactamase_B	
MT_RS09995	140.944	169.95	156.58	123.351	196.682	237.093	121.813	115.065		
MT_RS10000	308.094	301.242	204.998	222.566	311.19	295.207	230.171	237.719	ICL,PEP_mutase	GO:0004451,GO:0019752
MT_RS10005	8.86834	11.0921	11.8492	8.87017	8.85511	9.50706	9.56436	7.22035	PPE,Pentapeptide_2	
MT_RS10010	43.8116	54.7143	158.181	145.772	76.8329	75.2215	130.802	143.788	PPE,Pentapeptide_2	
MT_RS10015	389.062	306.998	639.08	730.549	657.752	622.727	680.177	571.171	Polyketide_cyc2	
MT_RS10020	91.3828	100.673	84.5149	76.1903	86.1356	93.3994	89.0027	90.3843	Acyltransferase,DAGAT	GO:0016746,GO:0016747
MT_RS10025	26.1295	32.2313	30.8642	25.1208	32.7282	35.7078	28.3105	25.5602	HAD	
MT_RS10030	138.191	155.706	34.3032	33.5592	74.4593	80.5172	31.3512	38.7713	Beta-lactamase	
MT_RS10035	130.438	149.674	142.625	144.973	159.901	160.126	134.033	145.301	Beta-lactamase	
MT_RS10040	288.736	288.707	503.27	439.071	482.323	516.807	489.38	464.586		
MT_RS10045	1386.06	1372.76	1066.0	1095.81	1024.35	1050.65	1091.38	1106.62	AMP-binding	GO:0003824
MT_RS10050	709.644	643.376	724.21	877.667	621.398	552.898	723.99	849.964	DUF1942	GO:0005615
MT_RS10055	101.848	107.612	72.4511	61.5276	62.8408	75.7127	64.1456	63.9831	DUF2071	
MT_RS10060	27.4951	32.3282	21.4903	13.7335	24.0678	26.3805	15.9603	16.088	KR,adh_short,adh_short_C2	
MT_RS10065	194.361	259.114	122.189	94.9734	138.114	152.958	85.8752	76.6779		
MT_RS10070	19.9933	18.3661	18.1575	20.4974	21.4647	19.3916	18.8528	19.1299		
MT_RS10075	27.0546	27.1666	17.4506	16.2862	23.8305	23.5764	22.2482	18.5995	DJ-1_PfpI,HTH_18	GO:0003700,GO:0006355,GO:0043565
MT_RS10080	582.787	546.169	1177.75	1254.01	1112.3	1153.8	1396.18	1495.19	AhpC-TSA,Redoxin	GO:0016209,GO:0016491,GO:0055114
MT_RS10085	61.842	68.9171	115.256	119.587	96.5447	105.573	126.139	117.135	Acyl-CoA_dh_1,Acyl-CoA_dh_2,Acyl-CoA_dh_N	GO:0016627,GO:0050660,GO:0055114
MT_RS10090	9.57732	10.0726	13.0228	9.10195	10.5051	13.1513	13.2506	7.90824	Acyl-CoA_dh_1,Acyl-CoA_dh_M,Acyl-CoA_dh_N	GO:0016627,GO:0050660,GO:0055114
MT_RS10095	13.8256	13.3171	14.3155	12.2487	13.734	14.2133	14.1553	12.3603	ECH_1,ECH_2	GO:0003824,GO:0003860
MT_RS10100	27.0404	26.538	20.9872	22.8943	23.4437	24.5121	22.4808	23.4877	Bac_luciferase	GO:0016705,GO:0055114
MT_RS10105	76.5221	96.0731	29.5412	21.7221	46.7656	57.7112	27.3481	29.0832	FAD_binding_6,Fer2,NAD_binding_1	GO:0009055,GO:0016491,GO:0051536,GO:0055114
MT_RS10110	23.8801	23.7964	14.4365	15.2696	20.6754	20.0736	15.4663	16.8007	Abhydrolase_1,Abhydrolase_6,Hydrolase_4	
MT_RS10115	31.095	35.776	21.9191	24.8186	24.8788	25.8173	22.1461	24.2631	Flavin_Reduct	GO:0010181
MT_RS10120	30.6365	34.4534	23.0409	20.6819	21.3294	22.1461	20.6485	16.9427	DHBP_synthase,GTP_cyclohydro2	GO:0008686,GO:0009231
MT_RS10125	127.513	135.003	275.147	266.266	186.488	202.737	259.683	222.281	KR,adh_short,adh_short_C2	
MT_RS10130	200.444	178.102	271.507	233.825	252.182	260.372	225.175	216.169	PemK_toxin	GO:0003677
MT_RS10140	88.9256	79.761	62.2822	72.2282	90.9699	88.8134	72.1094	77.9883	SEC-C	
MT_RS10145	331.781	355.768	131.307	91.9772	142.21	173.862	114.185	106.168	DUF222	
MT_RS10150	145.922	187.671	129.6	65.2968	153.69	207.125	99.4085	57.8154		
MT_RS10155	195.947	214.924	266.209	222.315	241.183	310.121	239.059	184.937		
MT_RS10160	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		
MT_RS10165	52.9983	70.5577	59.7488	63.3806	54.6142	64.8012	57.7947	58.1208		
MT_RS10170	6.78272	9.41728	7.56608	6.04834	8.67918	9.20063	6.64406	3.96873		
MT_RS10175	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		
MT_RS10180	282.202	231.811	260.319	239.245	288.678	292.803	247.962	197.76		
MT_RS10185	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		
MT_RS10190	41.1861	63.0565	85.0098	104.703	83.7983	80.3047	97.0914	126.806		
MT_RS10195	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		
MT_RS10200	84.4578	77.2245	72.9983	73.7398	53.9286	47.9249	74.3151	98.813	Gp49	
MT_RS10205	106.529	98.2451	122.601	121.715	135.24	129.258	98.7587	114.81	HTH_3,HTH_31,HTH_37	
MT_RS10210	42.9287	55.0817	76.6498	61.9057	65.8881	83.044	64.9881	67.7611		
MT_RS10215	72.0671	76.1356	114.366	95.8232	92.2316	120.243	92.8154	76.8063		
MT_RS10220	104.376	98.643	104.726	106.331	77.8176	84.0723	73.1171	41.2	ParE_toxin	
MT_RS10225	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	ParD_antitoxin	
MT_RS10230	31.3528	28.6284	37.1151	30.9365	32.734	35.4988	32.1021	28.8283		
MT_RS10235	84.0135	64.172	104.387	103.311	100.853	97.4072	100.45	99.3562	PIN	
MT_RS10240	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		
MT_RS10245	50.5757	50.4377	40.158	44.7694	42.2609	46.2094	40.0861	40.995	TetR_N	GO:0003677
MT_RS10250	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		
MT_RS10255	46.1206	43.2849	17.849	19.6989	19.0509	14.5772	19.0628	14.9262	MlaE	GO:0043190
MT_RS10260	36.3577	40.2911	16.3256	19.2316	15.9662	14.8562	18.6866	18.2152	MlaE	GO:0043190
MT_RS10265	20.6771	22.298	11.4793	10.3099	11.7883	12.0912	11.5382	10.1877	Mce4_CUP1,MlaD	
MT_RS10270	29.2154	33.4838	15.9059	16.3545	12.9689	13.4922	12.6234	13.7799	MlaD	
MT_RS10275	22.3828	22.7963	11.6829	11.2098	10.4714	10.5937	10.1845	10.4035	MlaD	
MT_RS10280	19.752	20.9346	16.2468	14.9796	17.128	18.4343	16.3957	14.5178	MlaD	
MT_RS10285	24.6037	24.9467	15.7487	13.3959	12.1346	14.7174	12.9347	11.4319	MlaD	
MT_RS10290	18.8753	20.144	15.8502	12.4674	11.4858	12.8642	14.5457	14.4653	MlaD	
MT_RS10295	32.842	31.3566	20.5382	20.5305	24.8567	20.5513	23.6091	26.5797		
MT_RS10300	22.265	26.318	14.9526	16.17	16.3713	17.6793	20.7328	18.3785		
MT_RS10305	25.1651	27.2422	10.0342	14.778	12.3795	18.8719	21.3215	20.5891	DUF732	
MT_RS10310	38.7416	45.6584	34.1797	35.1989	36.1364	36.9322	45.6285	44.2053	CAP	
MT_RS10315	130.442	98.7262	91.9801	96.746	94.7519	85.8012	93.1779	84.8258	NYN_YacP	
MT_RS10320	113.647	104.2	71.4439	80.8622	84.7274	82.2065	78.4878	74.7382	Peptidase_M48	GO:0004222,GO:0006508
MT_RS10325	77.3347	77.9834	97.1637	99.4273	115.087	112.622	97.5554	114.33	MTS,Methyltransf_11,Methyltransf_12,Methyltransf_25	GO:0008168
MT_RS10330	47.1152	64.1327	71.4722	53.8167	69.7153	83.6644	60.4714	46.9481	AA_permease,AA_permease_2	GO:0016020,GO:0022857,GO:0055085
MT_RS10335	320.797	382.94	363.319	346.819	512.506	522.019	385.493	398.048	DUF3298	
MT_RS10340	296.107	326.62	788.912	728.729	328.033	327.524	612.563	628.093	Ribonuc_red_sm	GO:0009263
MT_RS10345	298.743	302.379	813.936	800.236	264.148	288.258	664.946	728.049	PIN	
MT_RS10350	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	PSK_trans_fac	
MT_RS10355	32.9214	39.5483	41.8265	36.022	39.8024	43.3771	37.0677	31.8091	PE	
MT_RS10360	118.457	112.592	175.756	199.449	203.43	189.248	161.888	179.542	Cutinase	GO:0016787
MT_RS10365	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	DUF167	
MT_RS10370	34.3985	32.8527	26.3207	22.548	32.8668	31.9137	24.8121	21.8567	HTH_1,LysR_substrate	GO:0003700,GO:0006355
MT_RS10375	117.691	108.02	116.037	124.247	238.496	239.411	143.198	155.01	LysE	GO:0006865,GO:0016020
MT_RS10380	908.333	955.496	1130.64	989.058	838.696	908.125	919.601	958.187	CBM_2	GO:0004553,GO:0005975,GO:0030246
MT_RS10385	106.244	88.6663	131.575	115.642	93.501	86.6113	147.397	125.042	Methyltransf_11,Methyltransf_25,RrnaAD	GO:0008168
MT_RS10390	112.675	110.017	71.5495	77.3362	83.6176	74.4958	82.4462	81.3634	RES	
MT_RS10395	1095.06	934.339	654.039	828.849	945.722	750.115	841.761	819.048	DUF2384	
MT_RS10400	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		
MT_RS10405	43.7455	57.8059	62.8823	41.9965	47.6817	69.1265	75.802	74.3736		
MT_RS10410	129.266	130.29	127.069	147.879	138.499	111.481	142.444	108.377	PemK_toxin	GO:0003677
MT_RS10415	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	RHH_1	GO:0006355
MT_RS10420	77.2721	78.8851	68.6645	60.722	46.0453	45.4939	72.7553	82.5552	E1-E2_ATPase,Hydrolase	
MT_RS10425	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	DUF1490	
MT_RS10430	261.184	241.989	439.619	294.799	144.025	112.702	443.203	587.648	HTH_20,HTH_5	GO:0003700,GO:0006355
MT_RS10435	17.0848	18.192	16.1074	17.8271	15.0979	13.872	16.9018	21.7223	Hemerythrin	
MT_RS10440	72.7558	77.2174	44.4248	45.5967	34.8207	30.0053	51.3587	75.6124	Usp	
MT_RS10445	16.0143	14.5533	8.69406	8.11154	12.76	12.85	10.0357	18.9343	Cation_ATPase,Cation_ATPase_C,Cation_ATPase_N,E1-E2_ATPase,Hydrolase,Hydrolase_3	
MT_RS10450	50.6676	49.5283	49.7536	64.0567	97.2298	72.402	82.6068	171.76	PEP_mutase	
MT_RS10455	10.7079	12.911	5.23697	5.51687	5.42499	5.95639	5.1769	5.72692	AA_permease,AA_permease_2	GO:0016020,GO:0022857,GO:0055085
MT_RS10460	40.3171	40.4493	42.8374	39.4948	64.2597	60.8131	35.8671	39.7132	NAD_binding_8	
MT_RS10465	50.692	62.8129	57.2112	45.7915	78.4145	83.7926	45.0692	44.5971	Acyl-ACP_TE	GO:0006633,GO:0016790
MT_RS10470	79.2914	78.7711	85.0741	88.3186	119.384	110.804	70.8347	85.5228	KR,adh_short,adh_short_C2	
MT_RS10475	42.1403	48.8143	31.6996	29.1728	40.2408	35.8048	35.8059	61.9495	Methyltransf_11,Methyltransf_23,Methyltransf_25	GO:0008168
MT_RS10485	74.7801	79.8809	30.4391	35.3669	34.5167	32.1316	30.8922	49.5588	AAA_33	
MT_RS10490	120.289	120.583	51.6196	57.7396	77.2458	57.9904	61.1512	85.6839	Usp	
MT_RS10495	69.0424	79.9108	36.9891	31.591	45.8624	47.2524	35.2787	44.3273	Glyco_hydro_65C,Glyco_hydro_65N,Glyco_hydro_65m,Trehalose_PPase	GO:0003824,GO:0005975,GO:0005992
MT_RS10500	50.4138	75.865	93.0503	84.0404	157.805	102.756	250.871	874.361	Fer4	
MT_RS10505	23.3477	26.2704	14.0758	12.2117	20.0367	18.5209	12.8803	15.3383	AAA_14,DUF4143	
MT_RS10510	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	VapB_antitoxin	
MT_RS10515	239.179	227.521	207.045	195.842	169.785	184.336	152.098	129.701	PIN	
MT_RS10520	53.4518	47.9686	49.7873	35.1133	34.1206	32.6114	37.6232	38.9435	MarR_2	GO:0003700,GO:0006355
MT_RS10525	40.2668	31.7658	46.8697	53.8026	43.5122	40.3396	33.6187	51.7599	DUF1398	
MT_RS10530	4.31566	7.26807	3.60762	2.69784	6.27731	6.8612	3.83287	3.06631	DEDD_Tnp_IS110	GO:0003677,GO:0004803,GO:0006313
MT_RS10535	16.5059	24.2179	10.2207	11.995	18.3547	22.7449	11.7072	8.50249	Transposase_20	GO:0003677,GO:0004803,GO:0006313
MT_RS10540	92.4137	91.5885	71.1889	65.2399	67.7472	66.1199	58.5419	51.3846	DUF222,HNH	GO:0003676,GO:0004519
MT_RS10545	23.4896	30.2467	28.6188	15.7717	35.3078	33.926	19.8531	16.8441		
MT_RS10550	19.9739	21.6508	16.2143	13.5522	24.5693	25.2693	15.4239	16.2108	HTH_19,HTH_3,HTH_31,Peptidase_M78	
MT_RS10555	104.179	112.468	94.482	94.7361	121.173	118.263	107.913	115.097	DUF433	
MT_RS10560	54.1198	58.6261	55.721	45.3219	69.2907	66.6219	57.5207	40.2663	PIN_10	
MT_RS10565	115.842	87.7546	140.1	165.2	164.549	146.598	116.101	144.037	Type_ISP_C	
MT_RS10570	293.904	229.824	168.78	312.14	387.849	374.453	291.068	289.655	HTH_19,HTH_25,HTH_3,HTH_31,HTH_37	
MT_RS10580	91.7276	81.7954	93.9014	135.03	81.3391	89.4994	109.498	98.8109		
MT_RS10585	58.8159	48.6746	131.775	144.486	67.4038	61.8696	116.603	120.059		
MT_RS10590	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		
MT_RS10595	59.9443	65.5541	104.103	100.956	74.7095	85.072	82.8485	87.4008		
MT_RS10600	53.4518	56.0597	66.4828	59.9158	52.4354	55.3214	61.0034	52.4894	DEAD,Helicase_C,Mrr_cat,Mrr_cat_2,ResIII,Type_ISP_C	GO:0003676,GO:0003677,GO:0004519,GO:0005524,GO:0009307,GO:0016787
MT_RS10605	61.2793	62.5904	28.2455	28.5692	70.0267	65.7697	32.4155	39.8704	Cation_efflux,ZT_dimer	GO:0006812,GO:0008324,GO:0016021,GO:0055085
MT_RS10610	37.2172	32.1365	30.6369	32.0704	32.2448	35.62	36.1853	31.5564	Usp	
MT_RS10615	32.0496	33.3281	36.2109	36.9473	32.1106	29.6863	36.0695	35.2853	GAF,GAF_2,GAF_3,HATPase_c,HisKA_3	GO:0000155,GO:0000160,GO:0005515,GO:0016021,GO:0046983
MT_RS10620	19.0428	18.8967	21.6351	24.7134	33.4807	21.0452	46.2466	105.788	Usp	
MT_RS10625	7.60393	8.74197	11.7065	13.1111	18.2854	10.5901	23.9815	61.2103	PfkB	
MT_RS10630	17.9326	17.5994	35.0205	58.4007	49.8251	26.8444	94.4359	312.381	Erythro_esteras,Pribosyltran	GO:0009116,GO:0046677
MT_RS10635	136.441	109.646	330.194	553.574	804.858	241.515	1701.23	6516.21	ArsA_HSP20,HSP20	
MT_RS10640	17.3738	21.5047	17.1273	12.4819	27.1097	27.0952	25.0916	63.0109		
MT_RS10645	173.43	161.926	149.325	153.624	207.759	215.437	152.273	161.623	DUF3097	
MT_RS10650	377.127	328.659	127.608	106.926	211.433	191.635	149.133	163.992	HTH_20,HTH_5,MarR_2	GO:0003700,GO:0006355
MT_RS10655	150.616	143.617	83.4463	86.424	116.334	109.146	110.299	113.548	AHSA1	
MT_RS10660	100.996	123.702	77.3571	80.9236	91.1304	102.874	85.3648	99.5886	MDMPI_N	GO:0046872
MT_RS10665	164.252	159.871	47.9424	45.1831	123.092	128.122	59.1442	59.4593	Patatin	GO:0006629
MT_RS10670	17.0245	22.1174	11.7332	8.69867	21.8068	21.978	10.6758	8.17449	ABC_tran,OB_MalK,TOBE_2	GO:0005524,GO:0016887,GO:0022857,GO:0043190,GO:0055085
MT_RS10675	19.1593	25.5747	12.6009	10.177	22.7247	25.2478	11.2019	8.49818	BPD_transp_1	GO:0016020,GO:0055085
MT_RS10680	33.0159	47.4682	25.5548	18.4568	45.0151	51.9125	26.8223	20.765	BPD_transp_1	GO:0016020,GO:0055085
MT_RS10685	39.3579	46.3752	22.2426	19.2182	45.0984	47.3044	24.6504	22.43	SBP_bac_1,SBP_bac_8	
MT_RS10690	112.766	121.691	47.099	46.115	66.1687	75.3307	50.0398	52.0702	NTF2,SnoaL_2	
MT_RS10695	550.497	606.708	234.583	191.184	285.793	304.536	244.313	213.048	Isochorismatase	GO:0003824
MT_RS10700	7.13709	21.2469	14.7313	13.3848	12.3586	17.8409	21.5202	13.5225	DUF2784	
MT_RS10705	104.421	108.68	86.1387	80.53	93.549	94.0861	94.8013	92.7398	Abhydrolase_3,COesterase	GO:0016787
MT_RS10710	120.998	130.542	213.49	184.838	206.752	232.086	192.776	189.277		
MT_RS10715	44.9589	49.8302	54.9045	49.7449	53.3987	62.3672	50.724	43.0512	3Beta_HSD,Epimerase,NAD_binding_10,PEP-utilizers,RmlD_sub_bind	GO:0003824,GO:0003854,GO:0006694,GO:0016310,GO:0016616,GO:0016772,GO:0050662,GO:0055114
MT_RS10720	55.8707	61.615	76.0063	73.6384	78.3515	78.8988	72.3684	58.0378	ADH_N,ADH_zinc_N,ADH_zinc_N_2,Acyl_transf_1,Epimerase,KAsynt_C_assoc,KR,Ketoacyl-synt_C,PP-binding,PS-DH,adh_short,ketoacyl-synt	GO:0003824,GO:0050662,GO:0055114
MT_RS10730	974.9	761.443	541.755	568.418	799.429	647.915	537.038	531.716	RbpA	GO:0001000,GO:0045893
MT_RS10745	191.857	190.986	82.5161	73.8241	121.976	142.737	95.7105	84.4313	Amidohydro_3	
MT_RS10750	1140.74	1123.78	326.83	378.921	653.271	638.246	458.871	479.46	FxsA	GO:0016020
MT_RS10755	107.863	93.535	245.182	330.244	207.954	181.592	305.736	436.721	DLH	GO:0016787
MT_RS10760	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Ribosomal_S18	GO:0003735,GO:0005840,GO:0006412
MT_RS10765	28.4423	40.32	36.6913	33.5847	65.6676	61.6188	51.9764	47.1531	Ribosomal_S14	GO:0003735,GO:0005840,GO:0006412
MT_RS10770	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Ribosomal_L33	GO:0003735,GO:0005840,GO:0006412
MT_RS10775	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Ribosomal_L28	GO:0003735
MT_RS10780	14.5572	20.4116	30.7904	28.3815	25.8311	28.1026	29.2756	32.1554	ZnuA	GO:0030001,GO:0046872
MT_RS10785	201.93	201.44	474.036	545.188	341.028	341.501	495.775	524.0	ABC-3	GO:0005887,GO:0042626,GO:0043190,GO:0055085
MT_RS10790	492.203	417.683	806.378	969.615	752.896	696.033	811.39	1032.18	Putative_PNPOx	
MT_RS10795	56.3413	56.6783	90.6808	80.4584	62.8485	72.6378	81.2355	73.4183	CobN-Mg_chel	GO:0009058
MT_RS10800	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		
MT_RS10805	43.5712	48.0409	42.8846	39.6794	32.4845	33.0785	37.5999	23.3138	PemK_toxin	GO:0003677
MT_RS10810	113.656	117.964	97.9091	100.542	101.034	109.048	97.4624	93.3843	NIR_SIR_ferr	GO:0016491,GO:0055114
MT_RS10815	97.9006	92.3322	113.025	131.357	122.73	119.7	151.5	112.104	CbiC	GO:0009236,GO:0016993
MT_RS10820	89.9773	88.5704	102.301	98.0189	90.3799	106.181	104.291	95.1972	TP_methylase	GO:0008168
MT_RS10825	60.8979	71.1316	153.154	129.72	116.094	124.551	128.491	117.357	Methyltransf_11,Methyltransf_12,Methyltransf_23,Methyltransf_25,Methyltransf_31,Methyltransf_9	GO:0008168
MT_RS10830	114.42	113.146	220.475	221.211	192.163	187.661	225.918	223.206	Beta-lactamase,Beta-lactamase2	
MT_RS10835	127.937	134.44	170.503	152.683	234.877	263.407	151.499	140.151	Sigma70_ECF,Sigma70_r2,Sigma70_r4,Sigma70_r4_2	GO:0003677,GO:0003700,GO:0006352,GO:0006355,GO:0016987
MT_RS10840	33.0251	35.4356	45.6692	39.9077	45.0431	47.3565	45.7935	39.8603	CbiJ	GO:0009236,GO:0016994,GO:0055114
MT_RS10845	20.8292	17.3241	32.8565	26.866	24.4828	35.3929	29.9212	26.976	TP_methylase	GO:0008168
MT_RS10850	29.8475	27.8791	47.6989	41.9279	41.1801	42.027	43.0245	45.3524	TP_methylase	GO:0008168
MT_RS10855	40.6096	34.7684	52.1118	54.6139	49.0965	51.6919	52.2897	54.8595	KR,adh_short,adh_short_C2	
MT_RS10860	881.695	858.218	1578.59	1445.89	816.44	952.716	1342.41	1150.91	Putative_PNPOx	
MT_RS10865	80.7252	79.2406	157.107	137.716	83.0777	90.9424	119.372	107.988		
MT_RS10870	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		
MT_RS10875	26.4977	30.7233	32.0117	28.5402	42.3763	42.8978	25.1766	28.8763		
MT_RS10880	18.1004	23.0933	14.01	15.8411	28.2083	16.2887	11.9078	18.0046		
MT_RS10885	184.055	163.073	150.376	233.312	338.629	247.299	197.604	172.547	DUF2563	
MT_RS10890	37.6901	44.2252	33.663	29.7781	45.649	47.5853	31.6461	31.7458	Abhydrolase_8	
MT_RS10895	308.962	342.558	578.586	417.691	400.954	467.148	505.529	444.209		
MT_RS10910	39.4306	50.0182	66.5524	49.0555	54.4878	58.8	56.6781	48.717	DUF5631,DUF5632	
MT_RS10915	109.861	102.447	192.085	210.696	162.904	168.692	207.223	225.359		
MT_RS10925	31.6026	64.5121	75.8288	39.5114	49.2507	56.8789	41.5811	35.9262		
MT_RS10935	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		
MT_RS10940	36.7377	37.1002	30.401	23.8875	29.7863	34.154	28.2239	23.0178	Pkinase,Pkinase_Tyr,PknH_C	GO:0004672,GO:0005524,GO:0006468
MT_RS10945	53.3425	56.3741	13.5564	13.72	39.4042	45.5073	19.6022	16.7815	Creatinase_N,Peptidase_M24	GO:0016787
MT_RS10950	55.8517	50.348	58.396	60.1559	79.134	81.7778	65.8822	53.9949	5_3_exonuc,5_3_exonuc_N	GO:0003677,GO:0003824
MT_RS10955	796.194	761.073	583.539	671.521	730.29	667.343	696.903	755.186	DUF4333	
MT_RS10960	108.479	122.851	124.242	111.493	70.5536	86.4806	112.567	89.5702	DEAD,DSHCT,Helicase_C,ResIII	GO:0003676,GO:0003677,GO:0005524,GO:0016787
MT_RS10965	179.109	211.135	175.612	144.71	148.074	169.786	166.933	129.235	TatC	GO:0016021
MT_RS10970	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	MttA_Hcf106	GO:0015031
MT_RS10975	99.2405	94.667	106.28	108.364	92.6425	95.6964	96.1233	101.302	WYL	
MT_RS10980	177.813	180.634	138.163	134.991	125.69	129.087	117.559	97.3522	WYL	
MT_RS10985	401.833	465.326	318.108	246.65	309.167	353.046	278.051	233.493	Pup_ligase	GO:0010498,GO:0019941
MT_RS10990	12.4895	12.2123	13.7479	14.4952	10.7026	11.7461	13.2172	11.6015	PE	
MT_RS10995	227.649	254.553	161.661	142.38	262.377	292.905	163.962	150.737	DUF222	
MT_RS11000	226.533	224.45	285.156	266.795	294.894	336.133	248.377	238.54	DUF3670,Helicase_C,SNF2_N	GO:0005524
MT_RS11005	170.939	171.384	230.705	197.139	227.707	241.899	199.24	195.185	SWIM	GO:0008270
MT_RS11010	88.5979	105.69	122.408	93.0469	83.4199	95.3438	93.6224	82.149	PIN	
MT_RS11015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		
MT_RS11020	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		
MT_RS11025	3.86578	14.7964	5.98436	7.24984	10.041	5.79809	22.253	5.49334	PE	
MT_RS11030	35.8975	52.1903	54.4935	35.0525	55.5646	58.6405	42.5638	38.8513	PPE	
MT_RS11035	323.96	396.68	391.374	346.775	343.357	373.948	341.164	287.982	Proteasome	GO:0004298,GO:0005839,GO:0051603
MT_RS11040	280.768	292.275	294.661	325.706	279.407	279.617	305.589	267.665	Proteasome	GO:0004298,GO:0005839,GO:0051603
MT_RS11045	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Pup	
MT_RS11050	131.493	134.647	161.27	147.367	145.785	150.175	141.817	130.412	Pup_ligase	GO:0010498,GO:0019941
MT_RS11055	42.2736	38.3039	102.329	112.354	77.9362	72.0866	102.353	109.477		
MT_RS11060	226.342	296.582	457.422	357.498	305.505	345.734	340.554	361.675		
MT_RS11065	607.345	672.509	400.467	405.548	444.846	419.785	476.794	471.785	AAA,AAA_2,Prot_ATP_ID_OB,Prot_ATP_OB_N	GO:0005524
MT_RS11070	18.4519	29.7818	33.3822	22.0968	30.0265	36.8445	25.96	21.1659		
